ENSMUSG00000064341	PF00146
ENSMUSG00000098905	PF01352
ENSMUSG00000024261	PF00168
ENSMUSG00000031093	PF00169
ENSMUSG00000031093	PF11878
ENSMUSG00000031093	PF14429
ENSMUSG00000031093	PF06920
ENSMUSG00000025081	PF01753
ENSMUSG00000025081	PF00567
ENSMUSG00000057469	PF16421
ENSMUSG00000057469	PF02319
ENSMUSG00000022965	PF01108
ENSMUSG00000022965	PF09294
ENSMUSG00000024259	PF00153
ENSMUSG00000078995	PF01352
ENSMUSG00000078995	PF00096
ENSMUSG00000024578	PF06083
ENSMUSG00000004791	PF00341
ENSMUSG00000024844	PF02961
ENSMUSG00000024579	PF07156
ENSMUSG00000024579	PF13450
ENSMUSG00000022964	PF05255
ENSMUSG00000021366	PF00096
ENSMUSG00000037572	PF12894
ENSMUSG00000037572	PF00400
ENSMUSG00000037572	PF12341
ENSMUSG00000037572	PF00505
ENSMUSG00000057836	PF04803
ENSMUSG00000024580	PF01025
ENSMUSG00000024841	PF01176
ENSMUSG00000021367	PF00322
ENSMUSG00000048379	PF00017
ENSMUSG00000048379	PF12610
ENSMUSG00000048379	PF07525
ENSMUSG00000078994	PF01352
ENSMUSG00000078994	PF00096
ENSMUSG00000055560	PF01352
ENSMUSG00000055560	PF00096
ENSMUSG00000021275	PF19193
ENSMUSG00000021275	PF06462
ENSMUSG00000033032	PF00169
ENSMUSG00000021945	PF12012
ENSMUSG00000021945	PF06467
ENSMUSG00000069307	PF00125
ENSMUSG00000094248	PF16211
ENSMUSG00000094248	PF00125
ENSMUSG00000025082	PF00092
ENSMUSG00000025082	PF00008
ENSMUSG00000069306	PF15511
ENSMUSG00000022150	PF00640
ENSMUSG00000069305	PF15511
ENSMUSG00000094777	PF16211
ENSMUSG00000094777	PF00125
ENSMUSG00000036292	PF16016
ENSMUSG00000036292	PF02893
ENSMUSG00000069303	PF00125
ENSMUSG00000039763	PF00226
ENSMUSG00000039763	PF09350
ENSMUSG00000004788	PF01008
ENSMUSG00000039148	PF03343
ENSMUSG00000039148	PF19252
ENSMUSG00000022070	PF15280
ENSMUSG00000069206	PF01352
ENSMUSG00000069206	PF00096
ENSMUSG00000069206	PF16622
ENSMUSG00000068086	PF00067
ENSMUSG00000017057	PF18001
ENSMUSG00000017057	PF09240
ENSMUSG00000048582	PF00029
ENSMUSG00000024260	PF16014
ENSMUSG00000021840	PF15822
ENSMUSG00000021023	PF16953
ENSMUSG00000046352	PF00029
ENSMUSG00000036699	PF14893
ENSMUSG00000024914	PF00808
ENSMUSG00000040055	PF00029
ENSMUSG00000047423	PF08939
ENSMUSG00000052459	PF16886
ENSMUSG00000052459	PF00006
ENSMUSG00000052459	PF02874
ENSMUSG00000024912	PF00170
ENSMUSG00000021947	PF02737
ENSMUSG00000021947	PF00725
ENSMUSG00000095098	PF10226
ENSMUSG00000032735	PF02209
ENSMUSG00000032735	PF16182
ENSMUSG00000032735	PF00412
ENSMUSG00000050891	PF01026
ENSMUSG00000021024	PF00227
ENSMUSG00000021024	PF10584
ENSMUSG00000058328	PF04803
ENSMUSG00000041915	PF01871
ENSMUSG00000022354	PF05347
ENSMUSG00000024258	PF03874
ENSMUSG00000037896	PF01448
ENSMUSG00000037896	PF00249
ENSMUSG00000033166	PF13638
ENSMUSG00000033166	PF17215
ENSMUSG00000033166	PF17849
ENSMUSG00000033166	PF17216
ENSMUSG00000033166	PF00773
ENSMUSG00000022149	PF00057
ENSMUSG00000022149	PF01823
ENSMUSG00000022149	PF00090
ENSMUSG00000021662	PF00130
ENSMUSG00000021662	PF00621
ENSMUSG00000021662	PF17838
ENSMUSG00000016239	PF13923
ENSMUSG00000016239	PF13445
ENSMUSG00000016239	PF02190
ENSMUSG00000079642	PF15623
ENSMUSG00000045629	PF00018
ENSMUSG00000045629	PF13181
ENSMUSG00000045629	PF07653
ENSMUSG00000091556	PF15262
ENSMUSG00000021245	PF01119
ENSMUSG00000021245	PF13589
ENSMUSG00000021245	PF08676
ENSMUSG00000050335	PF00337
ENSMUSG00000045730	PF00001
ENSMUSG00000025083	PF00169
ENSMUSG00000021025	PF12796
ENSMUSG00000021025	PF00023
ENSMUSG00000063129	PF00274
ENSMUSG00000045440	PF00096
ENSMUSG00000008822	PF00708
ENSMUSG00000006720	PF00096
ENSMUSG00000006720	PF01352
ENSMUSG00000006720	PF13912
ENSMUSG00000022489	PF00233
ENSMUSG00000022489	PF08499
ENSMUSG00000024400	PF00400
ENSMUSG00000059839	PF00096
ENSMUSG00000059839	PF16622
ENSMUSG00000059839	PF01352
ENSMUSG00000016982	PF15229
ENSMUSG00000022490	PF05395
ENSMUSG00000040040	PF12895
ENSMUSG00000040040	PF13181
ENSMUSG00000040040	PF13174
ENSMUSG00000040040	PF13424
ENSMUSG00000022491	PF05242
ENSMUSG00000006179	PF05577
ENSMUSG00000022789	PF01031
ENSMUSG00000022789	PF00350
ENSMUSG00000022789	PF02212
ENSMUSG00000044982	PF04178
ENSMUSG00000024911	PF05427
ENSMUSG00000071291	PF01352
ENSMUSG00000071291	PF00096
ENSMUSG00000069302	PF00125
ENSMUSG00000069302	PF16211
ENSMUSG00000026322	PF00001
ENSMUSG00000024910	PF08246
ENSMUSG00000024910	PF00112
ENSMUSG00000022698	PF00583
ENSMUSG00000024395	PF00412
ENSMUSG00000031229	PF00271
ENSMUSG00000031229	PF17981
ENSMUSG00000031229	PF00176
ENSMUSG00000022148	PF07653
ENSMUSG00000022148	PF14603
ENSMUSG00000050222	PF06083
ENSMUSG00000068284	PF00010
ENSMUSG00000020580	PF08912
ENSMUSG00000020580	PF00069
ENSMUSG00000020580	PF00169
ENSMUSG00000052229	PF00001
ENSMUSG00000041747	PF09384
ENSMUSG00000041747	PF00400
ENSMUSG00000062727	PF00125
ENSMUSG00000045064	PF13913
ENSMUSG00000060639	PF15511
ENSMUSG00000069301	PF16211
ENSMUSG00000069301	PF00125
ENSMUSG00000069300	PF00125
ENSMUSG00000042211	PF00646
ENSMUSG00000097333	PF01352
ENSMUSG00000097333	PF00096
ENSMUSG00000069299	PF03402
ENSMUSG00000022353	PF02205
ENSMUSG00000022353	PF08397
ENSMUSG00000034290	PF00415
ENSMUSG00000034290	PF00069
ENSMUSG00000095432	PF01352
ENSMUSG00000095432	PF00096
ENSMUSG00000024909	PF12662
ENSMUSG00000024909	PF07645
ENSMUSG00000099611	PF03402
ENSMUSG00000007817	PF02891
ENSMUSG00000007817	PF18028
ENSMUSG00000072479	PF04803
ENSMUSG00000095916	PF03402
ENSMUSG00000079566	PF02513
ENSMUSG00000037531	PF06984
ENSMUSG00000099787	PF03402
ENSMUSG00000021277	PF02176
ENSMUSG00000021277	PF00097
ENSMUSG00000058093	PF01352
ENSMUSG00000058093	PF00096
ENSMUSG00000021951	PF10237
ENSMUSG00000114923	PF01352
ENSMUSG00000114923	PF00096
ENSMUSG00000114923	PF13913
ENSMUSG00000046932	PF03402
ENSMUSG00000024388	PF00373
ENSMUSG00000024388	PF00063
ENSMUSG00000024388	PF00612
ENSMUSG00000024388	PF00784
ENSMUSG00000073125	PF04803
ENSMUSG00000069297	PF03402
ENSMUSG00000069296	PF03402
ENSMUSG00000005148	PF00096
ENSMUSG00000021248	PF01105
ENSMUSG00000021510	PF00096
ENSMUSG00000021510	PF13913
ENSMUSG00000021510	PF01352
ENSMUSG00000039167	PF01825
ENSMUSG00000039167	PF00002
ENSMUSG00000039167	PF07645
ENSMUSG00000039167	PF16489
ENSMUSG00000041353	PF15549
ENSMUSG00000041353	PF15434
ENSMUSG00000022351	PF08491
ENSMUSG00000022351	PF01494
ENSMUSG00000069295	PF03402
ENSMUSG00000072294	PF00096
ENSMUSG00000045679	PF04193
ENSMUSG00000044176	PF00050
ENSMUSG00000024906	PF02732
ENSMUSG00000005705	PF05039
ENSMUSG00000041852	PF13771
ENSMUSG00000110576	PF00050
ENSMUSG00000042888	PF15728
ENSMUSG00000060201	PF00050
ENSMUSG00000027673	PF09781
ENSMUSG00000073551	PF00050
ENSMUSG00000056201	PF00241
ENSMUSG00000021278	PF14828
ENSMUSG00000038604	PF15903
ENSMUSG00000021250	PF00170
ENSMUSG00000054414	PF01545
ENSMUSG00000056185	PF09325
ENSMUSG00000056185	PF00787
ENSMUSG00000034271	PF00170
ENSMUSG00000100937	PF01454
ENSMUSG00000005698	PF00096
ENSMUSG00000005698	PF13909
ENSMUSG00000022962	PF02843
ENSMUSG00000022962	PF00551
ENSMUSG00000022962	PF01071
ENSMUSG00000022962	PF02844
ENSMUSG00000022962	PF00586
ENSMUSG00000022962	PF02769
ENSMUSG00000024922	PF00096
ENSMUSG00000024922	PF13465
ENSMUSG00000034266	PF00170
ENSMUSG00000054728	PF02755
ENSMUSG00000024384	PF08711
ENSMUSG00000031232	PF04756
ENSMUSG00000034258	PF07690
ENSMUSG00000028036	PF00001
ENSMUSG00000024925	PF08615
ENSMUSG00000021959	PF00433
ENSMUSG00000021959	PF00069
ENSMUSG00000071847	PF14921
ENSMUSG00000069294	PF03402
ENSMUSG00000031618	PF00104
ENSMUSG00000031618	PF00105
ENSMUSG00000095125	PF03402
ENSMUSG00000024386	PF00008
ENSMUSG00000024386	PF00089
ENSMUSG00000024386	PF14670
ENSMUSG00000024386	PF00594
ENSMUSG00000020571	PF00085
ENSMUSG00000050357	PF13516
ENSMUSG00000050357	PF17888
ENSMUSG00000050357	PF16000
ENSMUSG00000067768	PF04803
ENSMUSG00000021963	PF06487
ENSMUSG00000048280	PF13912
ENSMUSG00000048280	PF01352
ENSMUSG00000048280	PF00096
ENSMUSG00000048280	PF13913
ENSMUSG00000050310	PF14664
ENSMUSG00000050310	PF14663
ENSMUSG00000050310	PF14665
ENSMUSG00000050310	PF14668
ENSMUSG00000050310	PF14666
ENSMUSG00000056900	PF02148
ENSMUSG00000056900	PF00627
ENSMUSG00000056900	PF17807
ENSMUSG00000056900	PF00443
ENSMUSG00000069292	PF03402
ENSMUSG00000031231	PF05392
ENSMUSG00000078317	PF14938
ENSMUSG00000024383	PF00069
ENSMUSG00000024383	PF00564
ENSMUSG00000027963	PF09258
ENSMUSG00000022696	PF13965
ENSMUSG00000024382	PF04851
ENSMUSG00000024382	PF16203
ENSMUSG00000024382	PF13625
ENSMUSG00000021279	PF00130
ENSMUSG00000021279	PF00780
ENSMUSG00000021279	PF00069
ENSMUSG00000021279	PF08826
ENSMUSG00000021279	PF15796
ENSMUSG00000021279	PF00786
ENSMUSG00000021661	PF12796
ENSMUSG00000021661	PF13857
ENSMUSG00000021252	PF03694
ENSMUSG00000096330	PF00057
ENSMUSG00000022350	PF10266
ENSMUSG00000039131	PF00595
ENSMUSG00000087075	PF15317
ENSMUSG00000025269	PF03372
ENSMUSG00000025269	PF06839
ENSMUSG00000101073	PF03402
ENSMUSG00000043065	PF15678
ENSMUSG00000071281	PF00096
ENSMUSG00000071281	PF01352
ENSMUSG00000094898	PF03402
ENSMUSG00000028035	PF01556
ENSMUSG00000028035	PF00226
ENSMUSG00000094379	PF03402
ENSMUSG00000031362	PF04803
ENSMUSG00000059586	PF11789
ENSMUSG00000058331	PF00096
ENSMUSG00000058331	PF01352
ENSMUSG00000024581	PF14938
ENSMUSG00000069289	PF03402
ENSMUSG00000021280	PF06046
ENSMUSG00000032501	PF00069
ENSMUSG00000094637	PF03402
ENSMUSG00000100296	PF03402
ENSMUSG00000101578	PF03402
ENSMUSG00000031592	PF15717
ENSMUSG00000058147	PF04803
ENSMUSG00000090659	PF00096
ENSMUSG00000090659	PF01352
ENSMUSG00000037544	PF03359
ENSMUSG00000067764	PF04803
ENSMUSG00000084136	PF03402
ENSMUSG00000071550	PF00400
ENSMUSG00000021967	PF14978
ENSMUSG00000021660	PF01849
ENSMUSG00000071493	PF03402
ENSMUSG00000025270	PF00155
ENSMUSG00000025270	PF09029
ENSMUSG00000078302	PF00250
ENSMUSG00000038000	PF10341
ENSMUSG00000109368	PF14893
ENSMUSG00000030446	PF00096
ENSMUSG00000030446	PF01352
ENSMUSG00000071491	PF03402
ENSMUSG00000061296	PF03402
ENSMUSG00000071749	PF15483
ENSMUSG00000092116	PF03911
ENSMUSG00000027778	PF00400
ENSMUSG00000022961	PF01585
ENSMUSG00000022961	PF14709
ENSMUSG00000022961	PF17069
ENSMUSG00000024381	PF14604
ENSMUSG00000024381	PF03114
ENSMUSG00000031591	PF15508
ENSMUSG00000031591	PF02275
ENSMUSG00000020566	PF03223
ENSMUSG00000021368	PF00566
ENSMUSG00000033083	PF11830
ENSMUSG00000033083	PF00640
ENSMUSG00000033083	PF00566
ENSMUSG00000033792	PF00403
ENSMUSG00000033792	PF00702
ENSMUSG00000033792	PF00122
ENSMUSG00000027962	PF07679
ENSMUSG00000027962	PF13895
ENSMUSG00000027962	PF00047
ENSMUSG00000027962	PF05790
ENSMUSG00000024379	PF15216
ENSMUSG00000005699	PF00564
ENSMUSG00000005699	PF00595
ENSMUSG00000063998	PF03402
ENSMUSG00000022146	PF00041
ENSMUSG00000022146	PF17971
ENSMUSG00000033777	PF00560
ENSMUSG00000033777	PF13855
ENSMUSG00000033777	PF01582
ENSMUSG00000058246	PF01352
ENSMUSG00000068696	PF00001
ENSMUSG00000064063	PF01221
ENSMUSG00000071490	PF03402
ENSMUSG00000031590	PF06229
ENSMUSG00000046082	PF15029
ENSMUSG00000031365	PF00096
ENSMUSG00000021281	PF06046
ENSMUSG00000051335	PF02894
ENSMUSG00000051335	PF01408
ENSMUSG00000072568	PF04970
ENSMUSG00000096966	PF14893
ENSMUSG00000052485	PF15471
ENSMUSG00000013155	PF13864
ENSMUSG00000022347	PF13895
ENSMUSG00000022687	PF16625
ENSMUSG00000022687	PF00041
ENSMUSG00000022687	PF07679
ENSMUSG00000022687	PF00047
ENSMUSG00000022687	PF13927
ENSMUSG00000031374	PF00096
ENSMUSG00000031374	PF01352
ENSMUSG00000038299	PF00400
ENSMUSG00000038299	PF04192
ENSMUSG00000038299	PF12894
ENSMUSG00000010529	PF00071
ENSMUSG00000060024	PF03402
ENSMUSG00000061829	PF03402
ENSMUSG00000013158	PF15762
ENSMUSG00000099917	PF03402
ENSMUSG00000115697	PF03402
ENSMUSG00000116057	PF03402
ENSMUSG00000115791	PF03402
ENSMUSG00000021969	PF01529
ENSMUSG00000034349	PF02463
ENSMUSG00000034349	PF06470
ENSMUSG00000115020	PF03402
ENSMUSG00000062070	PF00162
ENSMUSG00000061376	PF03402
ENSMUSG00000096099	PF03402
ENSMUSG00000031372	PF00929
ENSMUSG00000038128	PF00069
ENSMUSG00000082316	PF03402
ENSMUSG00000058586	PF00561
ENSMUSG00000061458	PF08159
ENSMUSG00000037536	PF00646
ENSMUSG00000034317	PF13445
ENSMUSG00000034317	PF00643
ENSMUSG00000024378	PF01852
ENSMUSG00000047242	PF02291
ENSMUSG00000042834	PF11092
ENSMUSG00000011179	PF02784
ENSMUSG00000011179	PF00278
ENSMUSG00000054021	PF02146
ENSMUSG00000075486	PF07258
ENSMUSG00000061022	PF03402
ENSMUSG00000069280	PF03402
ENSMUSG00000071379	PF13499
ENSMUSG00000071379	PF13833
ENSMUSG00000025271	PF01591
ENSMUSG00000025271	PF00300
ENSMUSG00000022346	PF00010
ENSMUSG00000022346	PF01056
ENSMUSG00000022346	PF02344
ENSMUSG00000033502	PF14671
ENSMUSG00000033502	PF00782
ENSMUSG00000024376	PF09380
ENSMUSG00000024376	PF00373
ENSMUSG00000024376	PF08736
ENSMUSG00000024376	PF09379
ENSMUSG00000037148	PF00620
ENSMUSG00000037148	PF14604
ENSMUSG00000037148	PF00169
ENSMUSG00000037148	PF16746
ENSMUSG00000024921	PF07529
ENSMUSG00000024921	PF07533
ENSMUSG00000024921	PF14619
ENSMUSG00000024921	PF00271
ENSMUSG00000024921	PF00176
ENSMUSG00000024921	PF00439
ENSMUSG00000024921	PF08880
ENSMUSG00000022111	PF01088
ENSMUSG00000073197	PF00096
ENSMUSG00000073197	PF13465
ENSMUSG00000073197	PF13912
ENSMUSG00000073197	PF01352
ENSMUSG00000034617	PF00667
ENSMUSG00000034617	PF00258
ENSMUSG00000034617	PF00175
ENSMUSG00000031651	PF13765
ENSMUSG00000031651	PF15227
ENSMUSG00000031651	PF00622
ENSMUSG00000021974	PF00167
ENSMUSG00000018040	PF12923
ENSMUSG00000018040	PF17799
ENSMUSG00000022788	PF00169
ENSMUSG00000022788	PF01363
ENSMUSG00000022788	PF00621
ENSMUSG00000013150	PF01408
ENSMUSG00000013150	PF02894
ENSMUSG00000091490	PF00622
ENSMUSG00000091490	PF13765
ENSMUSG00000037526	PF10186
ENSMUSG00000027782	PF00514
ENSMUSG00000027782	PF01749
ENSMUSG00000027782	PF16186
ENSMUSG00000063200	PF08157
ENSMUSG00000041815	PF00076
ENSMUSG00000098207	PF00025
ENSMUSG00000079641	PF00832
ENSMUSG00000044703	PF13771
ENSMUSG00000037134	PF06325
ENSMUSG00000091649	PF13771
ENSMUSG00000000339	PF01137
ENSMUSG00000000339	PF05189
ENSMUSG00000021532	PF08373
ENSMUSG00000021532	PF06743
ENSMUSG00000021532	PF08368
ENSMUSG00000051176	PF00096
ENSMUSG00000073012	PF00041
ENSMUSG00000063900	PF08516
ENSMUSG00000063900	PF01421
ENSMUSG00000063900	PF00200
ENSMUSG00000063900	PF01562
ENSMUSG00000027784	PF00481
ENSMUSG00000048101	PF13853
ENSMUSG00000043300	PF01762
ENSMUSG00000079025	PF04598
ENSMUSG00000079025	PF17708
ENSMUSG00000021282	PF01873
ENSMUSG00000021282	PF02020
ENSMUSG00000036572	PF03467
ENSMUSG00000046351	PF00096
ENSMUSG00000000340	PF02817
ENSMUSG00000000340	PF00364
ENSMUSG00000000340	PF00198
ENSMUSG00000036208	PF14780
ENSMUSG00000037415	PF08513
ENSMUSG00000037415	PF10607
ENSMUSG00000037415	PF00622
ENSMUSG00000048516	PF08516
ENSMUSG00000048516	PF00200
ENSMUSG00000048516	PF01421
ENSMUSG00000048516	PF01562
ENSMUSG00000050190	PF00200
ENSMUSG00000050190	PF01421
ENSMUSG00000050190	PF01562
ENSMUSG00000050190	PF08516
ENSMUSG00000021534	PF15074
ENSMUSG00000079058	PF01562
ENSMUSG00000079058	PF00200
ENSMUSG00000079058	PF08516
ENSMUSG00000079058	PF01421
ENSMUSG00000022783	PF00514
ENSMUSG00000027961	PF13855
ENSMUSG00000031617	PF03619
ENSMUSG00000018042	PF00175
ENSMUSG00000018042	PF00970
ENSMUSG00000016409	PF06047
ENSMUSG00000016409	PF15692
ENSMUSG00000033060	PF00595
ENSMUSG00000033060	PF00412
ENSMUSG00000033060	PF15949
ENSMUSG00000033060	PF00307
ENSMUSG00000036551	PF14469
ENSMUSG00000075370	PF07654
ENSMUSG00000000706	PF00622
ENSMUSG00000000706	PF08205
ENSMUSG00000000706	PF07686
ENSMUSG00000000706	PF13765
ENSMUSG00000016427	PF15879
ENSMUSG00000059305	PF07686
ENSMUSG00000036537	PF00642
ENSMUSG00000036537	PF13920
ENSMUSG00000024926	PF01853
ENSMUSG00000024926	PF17772
ENSMUSG00000024926	PF11717
ENSMUSG00000035868	PF01352
ENSMUSG00000035868	PF00096
ENSMUSG00000024134	PF16878
ENSMUSG00000024134	PF00046
ENSMUSG00000031893	PF15739
ENSMUSG00000067929	PF13465
ENSMUSG00000027787	PF04981
ENSMUSG00000022668	PF01926
ENSMUSG00000067928	PF01352
ENSMUSG00000067928	PF00096
ENSMUSG00000054263	PF18207
ENSMUSG00000054263	PF17971
ENSMUSG00000054263	PF00041
ENSMUSG00000021536	PF00211
ENSMUSG00000021536	PF06327
ENSMUSG00000021536	PF16214
ENSMUSG00000031616	PF00001
ENSMUSG00000061544	PF01352
ENSMUSG00000061544	PF00096
ENSMUSG00000031375	PF13855
ENSMUSG00000031375	PF01462
ENSMUSG00000069743	PF01352
ENSMUSG00000069743	PF00096
ENSMUSG00000071773	PF00046
ENSMUSG00000036672	PF16171
ENSMUSG00000036672	PF15511
ENSMUSG00000022667	PF07686
ENSMUSG00000022667	PF08205
ENSMUSG00000038546	PF10607
ENSMUSG00000038546	PF00622
ENSMUSG00000038546	PF08513
ENSMUSG00000051827	PF00046
ENSMUSG00000036442	PF05485
ENSMUSG00000068245	PF13771
ENSMUSG00000024135	PF17674
ENSMUSG00000024135	PF00575
ENSMUSG00000024135	PF12836
ENSMUSG00000024135	PF09371
ENSMUSG00000024135	PF16921
ENSMUSG00000098557	PF02214
ENSMUSG00000031990	PF13927
ENSMUSG00000031990	PF07686
ENSMUSG00000091144	PF13771
ENSMUSG00000037101	PF13424
ENSMUSG00000078546	PF01352
ENSMUSG00000078546	PF00096
ENSMUSG00000031688	PF00046
ENSMUSG00000031688	PF00157
ENSMUSG00000037070	PF00076
ENSMUSG00000037070	PF08081
ENSMUSG00000022126	PF03972
ENSMUSG00000022126	PF19305
ENSMUSG00000041482	PF15917
ENSMUSG00000041482	PF12166
ENSMUSG00000071267	PF01352
ENSMUSG00000071267	PF00096
ENSMUSG00000033737	PF00041
ENSMUSG00000022125	PF15014
ENSMUSG00000032026	PF00929
ENSMUSG00000053347	PF00096
ENSMUSG00000053347	PF01352
ENSMUSG00000052821	PF00001
ENSMUSG00000031511	PF00307
ENSMUSG00000031511	PF16614
ENSMUSG00000031511	PF16615
ENSMUSG00000031511	PF07653
ENSMUSG00000031511	PF00169
ENSMUSG00000031511	PF00621
ENSMUSG00000031511	PF16523
ENSMUSG00000007411	PF00627
ENSMUSG00000007411	PF02149
ENSMUSG00000007411	PF00069
ENSMUSG00000071772	PF00046
ENSMUSG00000063383	PF01352
ENSMUSG00000063383	PF00096
ENSMUSG00000042396	PF00076
ENSMUSG00000096433	PF01352
ENSMUSG00000096433	PF00096
ENSMUSG00000079639	PF00046
ENSMUSG00000042293	PF15747
ENSMUSG00000022124	PF12937
ENSMUSG00000022124	PF00646
ENSMUSG00000116933	PF00213
ENSMUSG00000095601	PF00046
ENSMUSG00000047878	PF04488
ENSMUSG00000047878	PF04572
ENSMUSG00000094945	PF00046
ENSMUSG00000047686	PF00098
ENSMUSG00000047686	PF03732
ENSMUSG00000079638	PF00046
ENSMUSG00000062082	PF07686
ENSMUSG00000062082	PF08205
ENSMUSG00000007908	PF00682
ENSMUSG00000049929	PF00001
ENSMUSG00000090176	PF08205
ENSMUSG00000090176	PF07686
ENSMUSG00000045038	PF00130
ENSMUSG00000045038	PF00433
ENSMUSG00000045038	PF00168
ENSMUSG00000045038	PF00069
ENSMUSG00000071771	PF00046
ENSMUSG00000041685	PF00611
ENSMUSG00000041685	PF10291
ENSMUSG00000024927	PF00554
ENSMUSG00000024927	PF16179
ENSMUSG00000032271	PF01234
ENSMUSG00000056293	PF17708
ENSMUSG00000056293	PF04598
ENSMUSG00000117284	PF00096
ENSMUSG00000117284	PF01352
ENSMUSG00000117284	PF13465
ENSMUSG00000050921	PF00001
ENSMUSG00000033972	PF01352
ENSMUSG00000033972	PF00096
ENSMUSG00000027674	PF13432
ENSMUSG00000027674	PF13181
ENSMUSG00000079637	PF00046
ENSMUSG00000044501	PF00096
ENSMUSG00000044501	PF01352
ENSMUSG00000054293	PF00001
ENSMUSG00000054277	PF01412
ENSMUSG00000024924	PF00057
ENSMUSG00000024924	PF07645
ENSMUSG00000024924	PF14670
ENSMUSG00000024924	PF00058
ENSMUSG00000071350	PF00856
ENSMUSG00000071350	PF05033
ENSMUSG00000071350	PF01429
ENSMUSG00000021371	PF07798
ENSMUSG00000079636	PF00046
ENSMUSG00000044164	PF13639
ENSMUSG00000079635	PF00046
ENSMUSG00000091345	PF01391
ENSMUSG00000091345	PF00092
ENSMUSG00000005871	PF16629
ENSMUSG00000005871	PF00514
ENSMUSG00000005871	PF11414
ENSMUSG00000005871	PF05972
ENSMUSG00000005871	PF16630
ENSMUSG00000005871	PF18797
ENSMUSG00000005871	PF16636
ENSMUSG00000005871	PF16634
ENSMUSG00000005871	PF05924
ENSMUSG00000005871	PF05923
ENSMUSG00000005871	PF05937
ENSMUSG00000005871	PF16633
ENSMUSG00000005871	PF16689
ENSMUSG00000005871	PF05956
ENSMUSG00000005871	PF16635
ENSMUSG00000024140	PF08447
ENSMUSG00000024140	PF08778
ENSMUSG00000024140	PF00989
ENSMUSG00000024140	PF11413
ENSMUSG00000015396	PF07686
ENSMUSG00000055827	PF17708
ENSMUSG00000055827	PF04598
ENSMUSG00000071266	PF01352
ENSMUSG00000071266	PF00096
ENSMUSG00000071266	PF16622
ENSMUSG00000066687	PF13912
ENSMUSG00000066687	PF00651
ENSMUSG00000066687	PF00096
ENSMUSG00000037689	PF15444
ENSMUSG00000055748	PF04598
ENSMUSG00000055748	PF17708
ENSMUSG00000053375	PF01991
ENSMUSG00000033439	PF05206
ENSMUSG00000033439	PF05253
ENSMUSG00000033439	PF11722
ENSMUSG00000059383	PF02351
ENSMUSG00000024143	PF00071
ENSMUSG00000053216	PF07686
ENSMUSG00000053216	PF13765
ENSMUSG00000053216	PF00622
ENSMUSG00000022779	PF01131
ENSMUSG00000022779	PF01751
ENSMUSG00000021981	PF08569
ENSMUSG00000014504	PF01922
ENSMUSG00000043461	PF11779
ENSMUSG00000095093	PF00003
ENSMUSG00000095093	PF07562
ENSMUSG00000095093	PF01094
ENSMUSG00000005873	PF03134
ENSMUSG00000024145	PF06699
ENSMUSG00000024146	PF10235
ENSMUSG00000027788	PF01391
ENSMUSG00000027788	PF00386
ENSMUSG00000021982	PF00383
ENSMUSG00000006611	PF00129
ENSMUSG00000006611	PF07654
ENSMUSG00000094921	PF01094
ENSMUSG00000094921	PF07562
ENSMUSG00000094921	PF00003
ENSMUSG00000032572	PF00092
ENSMUSG00000032572	PF01391
ENSMUSG00000025272	PF01454
ENSMUSG00000036181	PF00538
ENSMUSG00000069310	PF00125
ENSMUSG00000075031	PF00125
ENSMUSG00000037104	PF00017
ENSMUSG00000037104	PF12610
ENSMUSG00000037104	PF07525
ENSMUSG00000061615	PF16211
ENSMUSG00000061615	PF00125
ENSMUSG00000069267	PF00125
ENSMUSG00000044461	PF13908
ENSMUSG00000069266	PF15511
ENSMUSG00000060093	PF15511
ENSMUSG00000024583	PF06201
ENSMUSG00000024583	PF00085
ENSMUSG00000042961	PF02210
ENSMUSG00000042961	PF00054
ENSMUSG00000042961	PF00041
ENSMUSG00000042961	PF00008
ENSMUSG00000008450	PF02136
ENSMUSG00000032360	PF03827
ENSMUSG00000032360	PF00001
ENSMUSG00000020081	PF00001
ENSMUSG00000031512	PF15839
ENSMUSG00000087651	PF15506
ENSMUSG00000021983	PF16212
ENSMUSG00000021983	PF00122
ENSMUSG00000021983	PF16209
ENSMUSG00000021983	PF13246
ENSMUSG00000028136	PF00787
ENSMUSG00000028136	PF00788
ENSMUSG00000028136	PF00595
ENSMUSG00000014503	PF08016
ENSMUSG00000047298	PF00520
ENSMUSG00000047298	PF02214
ENSMUSG00000032269	PF02931
ENSMUSG00000032269	PF02932
ENSMUSG00000016664	PF00018
ENSMUSG00000016664	PF00611
ENSMUSG00000062518	PF00096
ENSMUSG00000062518	PF01352
ENSMUSG00000031376	PF00690
ENSMUSG00000031376	PF12424
ENSMUSG00000031376	PF00689
ENSMUSG00000031376	PF08282
ENSMUSG00000031376	PF13246
ENSMUSG00000031376	PF00122
ENSMUSG00000039031	PF00620
ENSMUSG00000095698	PF00046
ENSMUSG00000001334	PF00041
ENSMUSG00000001334	PF16066
ENSMUSG00000032358	PF07894
ENSMUSG00000078495	PF00096
ENSMUSG00000078495	PF01352
ENSMUSG00000036501	PF00620
ENSMUSG00000022144	PF00019
ENSMUSG00000059423	PF00096
ENSMUSG00000059423	PF13912
ENSMUSG00000059423	PF01352
ENSMUSG00000079633	PF00046
ENSMUSG00000020032	PF00069
ENSMUSG00000008590	PF02932
ENSMUSG00000008590	PF02931
