YBR024W	PF02630
YOR328W	PF00005
YOR328W	PF01061
YOR328W	PF06422
YOR328W	PF14510
YOR328W	PF19055
YKL125W	PF05327
YOR070C	PF00566
YJR080C	PF01987
YOR126C	PF13472
YOR243C	PF01142
YCR079W	PF00481
YHL021C	PF02668
YDL022W	PF01210
YDL022W	PF07479
YDL019C	PF00023
YDL019C	PF00169
YDL019C	PF01237
YLR393W	PF05176
YGR255C	PF01494
YKL038W	PF00172
YNL071W	PF00198
YNL071W	PF00364
YNL071W	PF02817
YLR143W	PF01042
YLR143W	PF01902
YER093C	PF14663
YER093C	PF14664
YER093C	PF14666
YER093C	PF14668
YPL020C	PF02902
YDR096W	PF02373
YDR096W	PF02375
YHR170W	PF04981
YHR141C	PF00935
YGR208W	PF00702
YNL149C	PF07543
YJL179W	PF01920
YER072W	PF02656
YMR089C	PF00004
YMR089C	PF01434
YMR089C	PF06480
YMR089C	PF17862
YJR153W	PF00295
YBR101C	PF08609
YMR284W	PF02735
YMR284W	PF03730
YMR284W	PF03731
YJL163C	PF07690
YJL093C	PF07885
YLR186W	PF03587
YCL059C	PF17903
YKL148C	PF00890
YKL148C	PF02910
YNL192W	PF01644
YNL192W	PF08407
YPL246C	PF01694
YGR174C	PF07960
YDR339C	PF04900
YNL295W	PF08692
YDR415C	PF04389
YKL021C	PF00400
YOL002C	PF03006
YMR077C	PF03357
YNL334C	PF01174
YDL075W	PF01198
YMR203W	PF01459
YOR332W	PF01991
YJL172W	PF01546
YJL172W	PF07687
YPL189W	PF03062
YPR034W	PF00022
YIL070C	PF02330
YKL022C	PF07719
YKL022C	PF12895
YKL022C	PF13181
YKL022C	PF13424
YGR032W	PF02364
YGR032W	PF14288
YMR142C	PF01294
YAR018C	PF00069
YCR032W	PF02138
YCR032W	PF14844
YLL054C	PF00172
YOR326W	PF00063
YOR326W	PF01843
YOR316C	PF01545
YML078W	PF00160
YGR284C	PF02077
YKL051W	PF10277
YPR189W	PF13181
YPR189W	PF18833
YOL042W	PF03372
YGL106W	PF13499
YPR111W	PF00069
YPR111W	PF00433
YPL184C	PF00076
YDR045C	PF01096
YDR045C	PF02150
YDR231C	PF12597
YGR252W	PF00439
YGR252W	PF00583
YDL149W	PF04109
YNL024C-A	PF06842
YKL007W	PF01267
YMR283C	PF04179
YMR283C	PF17184
YOR163W	PF00293
YKL140W	PF00561
YIL132C	PF16834
YJL132W	PF00882
YPL087W	PF05875
YPR049C	PF04108
YPR049C	PF10377
YBR034C	PF06325
YNL009W	PF00180
YDL104C	PF00814
YLR068W	PF08524
YIL057C	PF10843
YJL058C	PF08539
YAL017W	PF00069
YLR256W	PF00172
YMR211W	PF10644
YMR211W	PF14881
YNR028W	PF00160
YJL171C	PF10287
YJL171C	PF10290
YDL145C	PF00400
YDL145C	PF04053
YDL145C	PF06957
YPL169C	PF03943
YPL169C	PF18444
YIL105C	PF00169
YBR261C	PF05891
YJL106W	PF00069
YLR362W	PF00069
YLR362W	PF07647
YLR362W	PF14847
YER010C	PF03737
YOR296W	PF00168
YPL107W	PF09791
YDL115C	PF08574
YER081W	PF00389
YER081W	PF02826
YLR131C	PF00096
YLR099C	PF00561
YHR001W	PF01237
YNL029C	PF01793
YKR066C	PF00141
YLR409C	PF00400
YLR409C	PF04192
YLR409C	PF12894
YHR208W	PF01063
YLL001W	PF00350
YLL001W	PF01031
YLL001W	PF02212
YIR033W	PF01833
YIR033W	PF12796
YNL217W	PF00149
YAL060W	PF00107
YAL060W	PF08240
YGL120C	PF00270
YGL120C	PF00271
YGL120C	PF04408
YGL120C	PF07717
YDL073W	PF08578
YPL147W	PF00005
YPL147W	PF06472
YLR288C	PF04005
YDR026C	PF13921
YDR414C	PF03124
YML050W	PF06999
YER111C	PF04383
YOL132W	PF03198
YNL087W	PF00168
YML069W	PF03531
YML069W	PF08512
YML069W	PF17292
YPL160W	PF00133
YPL160W	PF08264
YGL070C	PF01096
YGL070C	PF02150
YDR155C	PF00160
YDR011W	PF00005
YDR011W	PF01061
YDR011W	PF06422
YDR011W	PF14510
YDR011W	PF19055
YDR236C	PF01687
YBL027W	PF01280
YNL291C	PF12929
YMR073C	PF00173
YPR020W	PF04718
YGR266W	PF19050
YMR143W	PF00380
YML023C	PF08691
YDL007W	PF00004
YDL007W	PF16450
YDL007W	PF17862
YPL166W	PF18388
YGR204W	PF00763
YGR204W	PF01268
YGR204W	PF02882
YPR113W	PF01066
YDR028C	PF08550
YHR148W	PF00163
YHR148W	PF01479
YNR007C	PF03987
YOR369C	PF01248
YJL079C	PF00188
Q0250	PF00116
Q0250	PF02790
YPR129W	PF12701
YJL223C	PF00660
YFR034C	PF00010
YJL164C	PF00069
YML026C	PF00416
YAL055W	PF12827
YNL311C	PF12937
YKL207W	PF01956
YDL116W	PF04121
YLR191W	PF00018
YLR191W	PF04088
YEL052W	PF03969
YDR397C	PF00808
YGR270W	PF00004
YGR270W	PF17862
YDR536W	PF00083
YMR297W	PF00450
YMR297W	PF05388
YFR018C	PF04389
YEL060C	PF00082
YEL060C	PF05922
YMR200W	PF10681
YER189W	PF11603
YOR380W	PF00172
YOR380W	PF04082
YLR074C	PF12171
YER185W	PF04479
YDL052C	PF01553
YMR232W	PF00621
YER190W	PF00270
YER190W	PF00271
YCR066W	PF02037
YCR066W	PF13923
YJR063W	PF01096
YJR063W	PF02150
YKL084W	PF05495
YPR006C	PF00463
YGR211W	PF03367
YHR175W	PF04145
YDR326C	PF02893
YDR326C	PF16016
YOR196C	PF04055
YOR196C	PF16881
YLL006W	PF10296
YPR056W	PF03850
YOR350C	PF13762
YOL137W	PF07690
YAR027W	PF00674
YCR035C	PF01138
YGL174W	PF09736
YDL033C	PF03054
YLR443W	PF06687
YOR122C	PF00235
YJL149W	PF12937
YOR256C	PF04253
YOR256C	PF04389
YAL030W	PF00957
YBR040W	PF12351
YER012W	PF00227
YKL035W	PF01704
YLR325C	PF01781
YDR398W	PF04003
YMR201C	PF05181
YCR002C	PF00735
YDL031W	PF00270
YDL031W	PF00271
YDL031W	PF08147
YLR080W	PF03388
YHR113W	PF02127
YEL016C	PF01663
YOL094C	PF00004
YOL094C	PF08542
YIL169C	PF11765
YOR336W	PF18401
YOR336W	PF18402
YOR336W	PF18404
YHR085W	PF12333
YNL002C	PF00327
YLR058C	PF00464
YGR288W	PF00172
YGR288W	PF04082
YMR031C	PF12757
YBR025C	PF01926
YBR025C	PF06071
YDL077C	PF10366
YDL077C	PF10367
YLR210W	PF00134
YLR210W	PF02984
YGL100W	PF00400
YDL135C	PF02115
YGL014W	PF00806
YKL027W	PF00899
YGL065C	PF00534
YGL065C	PF13439
YDR064W	PF00312
YDR064W	PF08069
YBL060W	PF01369
YOR174W	PF10018
YER040W	PF00320
YOR275C	PF03097
YOR275C	PF13949
YPL254W	PF12767
YPR088C	PF00448
YPR088C	PF02881
YPR088C	PF02978
YDL072C	PF05529
YNL052W	PF02936
YDR482C	PF08312
YMR262W	PF01026
YDL070W	PF00439
YDL070W	PF17035
YBL054W	PF00249
YLR343W	PF03198
YLR343W	PF07983
YJL117W	PF11124
YIL005W	PF00085
YKR079C	PF13691
YDR410C	PF04140
YKR018C	PF10300
YEL026W	PF01248
YMR300C	PF00156
YMR300C	PF13522
YPL058C	PF00005
YPL058C	PF01061
YPL058C	PF06422
YPL058C	PF14510
YPL058C	PF19055
YLL015W	PF00005
YLL015W	PF00664
YML082W	PF01053
YKR089C	PF01734
YKR089C	PF11815
YKL116C	PF00069
YGL018C	PF00226
YGL018C	PF07743
YOR346W	PF00817
YOR346W	PF11799
YOR346W	PF16589
YBR010W	PF00125
YFL045C	PF03332
YEL021W	PF00215
YBR067C	PF00660
YDR432W	PF00076
YOR014W	PF01603
YLR007W	PF07574
YLR007W	PF08746
YBR047W	PF17315
YJL060W	PF00155
YOL069W	PF03800
YLR323C	PF00642
YLR323C	PF13923
YOR298C-A	PF01381
YOR298C-A	PF08523
YNL007C	PF00226
YNL007C	PF01556
YBR142W	PF00270
YBR142W	PF00271
YDL232W	PF10215
YHR026W	PF00137
YNL035C	PF00400
YDR115W	PF00468
YMR064W	PF17049
YDR169C	PF10330
YBL091C	PF00557
YPR200C	PF00581
YFR009W	PF00005
YFR009W	PF12848
YNL317W	PF00400
YBL093C	PF08633
YLR266C	PF00172
YLR266C	PF04082
YKL155C	PF09243
YAR007C	PF01336
YAR007C	PF08646
YAR007C	PF16900
YIL106W	PF03637
YGL068W	PF00542
YGL068W	PF16320
YPR172W	PF01243
YML011C	PF08730
YNL001W	PF03463
YNL001W	PF03464
YNL001W	PF03465
YLL055W	PF07690
YKL214C	PF00076
YKL214C	PF13865
YOR194C	PF03153
YHR059W	PF09597
YKL039W	PF06814
YOR002W	PF03155
YDR478W	PF04032
YDR206W	PF10373
YDR206W	PF10374
YPR108W	PF01399
YPR108W	PF10602
YLR278C	PF00172
YLR278C	PF04082
YMR111C	PF12550
YKR101W	PF11603
YMR097C	PF01926
YDR014W	PF16997
YOR394W	PF00660
YDR457W	PF00632
YDR457W	PF06012
YDR457W	PF06025
YDR457W	PF14377
YOR017W	PF08634
YNL094W	PF09949
YDR083W	PF05148
YBL007C	PF00018
YBL007C	PF03983
YBL007C	PF14604
YKR013W	PF00188
YDL171C	PF00310
YDL171C	PF01493
YDL171C	PF01645
YDL171C	PF04898
YDL171C	PF07992
YDL171C	PF14691
YBL064C	PF00578
YBL064C	PF10417
YEL007W	PF09729
YBL088C	PF00454
YBL088C	PF02260
YBL088C	PF11640
YPL127C	PF00538
YLR033W	PF00439
YJL136C	PF01249
YDL004W	PF02823
YPR002W	PF03972
YPR002W	PF19305
YBR023C	PF03142
YLR271W	PF01585
YLR271W	PF13821
YGR177C	PF07247
YGR296W	PF00270
YGR296W	PF00271
YGR296W	PF11603
Q0075	PF00961
YGR068C	PF02752
YOR142W	PF00549
YOR142W	PF02629
YLR096W	PF00069
YLR096W	PF02149
YHL043W	PF00674
YKR042W	PF03856
YHR024C	PF00675
YHR024C	PF05193
YKL191W	PF01866
YMR110C	PF00171
YGR217W	PF00520
YLR234W	PF01131
YLR234W	PF01751
YBR002C	PF01255
YPL266W	PF00398
YGL167C	PF00122
YGL167C	PF00689
YGL167C	PF00690
YGL167C	PF00702
YJR161C	PF00674
YPL081W	PF01479
YPL225W	PF04669
YER070W	PF00317
YER070W	PF02867
YER070W	PF03477
YLR262C	PF00071
YGR187C	PF04063
YGR187C	PF04064
YBR147W	PF04193
YOR330C	PF00476
YOR330C	PF18136
YPL155C	PF00225
YGL169W	PF01300
YGL169W	PF03481
YIL147C	PF00072
YIL147C	PF00512
YIL147C	PF02518
YJL221C	PF00128
YCL069W	PF07690
YML074C	PF00254
YML074C	PF17800
YDR111C	PF00155
YDR128W	PF17120
YER080W	PF01636
YER052C	PF00696
YER052C	PF13840
YHR033W	PF00696
YHR033W	PF01472
YDR159W	PF03399
YDR159W	PF12209
YOL151W	PF01073
YBL063W	PF00225
YKL104C	PF01380
YKL104C	PF13522
YLL005C	PF02714
YLL005C	PF13967
YDR118W	PF12896
YCL057W	PF01432
YER132C	PF13964
Q0140	PF05316
YOL138C	PF00400
YOL138C	PF17120
YML021C	PF03167
YPL210C	PF08492
YNL122C	PF01632
YDL234C	PF00566
YLR014C	PF00172
YLR014C	PF04082
YHR119W	PF00856
YHR119W	PF11764
YHR119W	PF11767
YOL019W	PF06687
YMR183C	PF00804
YMR183C	PF05739
YDL098C	PF12874
YLR153C	PF00501
YLR153C	PF13193
YLR153C	PF16177
YLR078C	PF12352
YMR161W	PF00226
YER047C	PF00004
YER047C	PF09336
YER047C	PF17862
YDL010W	PF00462
YDL065C	PF04614
YDR349C	PF00026
YKL034W	PF12678
YDR050C	PF00121
YDR284C	PF01569
YNL025C	PF00134
YHR146W	PF16561
YKR006C	PF10501
YGR075C	PF03371
YCR020C	PF03070
YKL073W	PF00012
YJL084C	PF00339
YJL084C	PF02752
YER170W	PF00406
YER170W	PF05191
YBR149W	PF00248
YFR044C	PF01546
YFR044C	PF07687
YDL138W	PF00083
YGL153W	PF04695
YGL146C	PF01105
YCR011C	PF00005
YCR011C	PF01061
YCR011C	PF19055
YCL076W	PF17241
YLL021W	PF08518
YLL021W	PF12205
YBR193C	PF10232
YPR180W	PF00899
YHR086W	PF00076
YDR545W	PF00270
YDR545W	PF00271
YDR545W	PF11603
YLR150W	PF09598
YNR075W	PF00674
YDR253C	PF00096
YDL112W	PF00588
YNR015W	PF01207
YKL086W	PF02195
YPR151C	PF08692
YLR200W	PF01920
YGR085C	PF00281
YGR085C	PF00673
YNL008C	PF13920
YPR174C	PF08537
YLR427W	PF13445
YGL240W	PF03256
YKL024C	PF00406
YNL116W	PF00498
YNL116W	PF17123
YDL142C	PF01066
YPR033C	PF03129
YPR033C	PF13393
YGR157W	PF04191
YDR316W	PF13489
YCL004W	PF00614
YLR301W	PF16815
YOR032C	PF00010
YJR092W	PF00169
YDR428C	PF07859
YPR100W	PF05047
YMR100W	PF01753
YDR246W	PF04099
YOR308C	PF03343
YOR308C	PF19252
YNL234W	PF00042
YDR354W	PF00591
YDR354W	PF02885
YMR275C	PF04425
YMR275C	PF04426
YIL064W	PF13847
YBR237W	PF00270
YBR237W	PF00271
YPR057W	PF04938
YBL106C	PF08596
YPL162C	PF12400
YOR004W	PF04900
YPR080W	PF00009
YPR080W	PF03143
YPR080W	PF03144
YPR004C	PF00766
YPR004C	PF01012
YDR373W	PF13499
YDR373W	PF13833
YJR119C	PF00628
YJR119C	PF02373
YJR119C	PF02375
YGL210W	PF00071
YAR003W	PF00400
YJR060W	PF00010
YNL041C	PF06419
YDR343C	PF00083
YOR140W	PF00447
YIL128W	PF12460
YIL128W	PF14500
YDR264C	PF01529
YDR264C	PF12796
YPR124W	PF04145
YNR020C	PF09768
YOR202W	PF00475
YHR135C	PF00069
YKL138C	PF09784
YJL011C	PF03874
YAL038W	PF00224
YAL038W	PF02887
YGR152C	PF00071
YER141W	PF02628
YEL004W	PF08449
YDL214C	PF00069
YFL050C	PF01544
YKR074W	PF10209
YDR501W	PF00498
YGR166W	PF12735
YBR155W	PF00515
YBR155W	PF18972
YBR207W	PF03239
YKL221W	PF07690
YOL011W	PF01735
YMR079W	PF00650
YMR079W	PF03765
YFR049W	PF10937
YAL042W	PF07970
YAL042W	PF13850
YHR056C	PF00172
YDL119C	PF00153
YOR008C	PF01822
YHR105W	PF00787
YJL216C	PF00128
YLR414C	PF06687
YNR013C	PF00939
YNR013C	PF03105
YHR100C	PF09419
YIL131C	PF00250
YIL131C	PF00498
YLR144C	PF03639
YLR144C	PF17652
YKL041W	PF03357
YHL036W	PF13520
YAL010C	PF12519
YOR119C	PF01163
YKL100C	PF04258
YGR230W	PF05032
YER043C	PF00670
YER043C	PF05221
YKL129C	PF00018
YKL129C	PF00063
YKL129C	PF06017
YNL055C	PF01459
YBR169C	PF00012
YNL213C	PF06413
YMR167W	PF01119
YMR167W	PF13589
YMR167W	PF16413
YCL037C	PF05383
YDR294C	PF00282
YGL196W	PF01168
YGL196W	PF14031
YOR130C	PF00153
YPL097W	PF00579
YER116C	PF00097
YDR180W	PF12765
YDR180W	PF12830
YPL263C	PF07646
YPL263C	PF13415
YPL263C	PF13422
YDR448W	PF00249
YDR448W	PF00569
YBR214W	PF00571
YOR251C	PF00581
YKR095W	PF07926
YLR077W	PF00415
YLR077W	PF13540
YBR117C	PF00456
YBR117C	PF02779
YBR117C	PF02780
YER123W	PF00069
YFR013W	PF15612
YFR055W	PF01053
YLL066C	PF00270
YLL066C	PF00271
YDR287W	PF00459
YCL039W	PF00400
YGL084C	PF03062
YIL011W	PF00660
YCR083W	PF00085
YMR294W	PF04912
YNL273W	PF04821
YKL124W	PF00622
YIL159W	PF02181
YLR135W	PF09494
YGR188C	PF00069
YGR188C	PF08171
YGR188C	PF08311
YDL233W	PF01803
YMR156C	PF08645
YBL098W	PF01494
YMR080C	PF09416
YMR080C	PF13086
YMR080C	PF13087
YMR080C	PF18141
YPL045W	PF04840
YPL045W	PF04841
YGL113W	PF08639
YGL113W	PF18523
YNL206C	PF08512
YNL206C	PF18215
YNL206C	PF18469
YML060W	PF00730
YML060W	PF07934
YDR365C	PF08159
YBL002W	PF00125
YBL082C	PF05208
YKR025W	PF04801
YER177W	PF00244
YOR387C	PF10339
YBR252W	PF00692
YLR276C	PF00270
YLR276C	PF00271
YBR041W	PF00501
YGR031W	PF00561
YFR014C	PF00069
YDR219C	PF00646
YHR088W	PF04427
YMR302C	PF00076
YMR302C	PF10443
YCR086W	PF12539
YCR086W	PF18504
YMR098C	PF02410
YMR098C	PF13929
YMR065W	PF04163
YBR068C	PF00324
YHR065C	PF00270
YHR065C	PF00271
YAR035W	PF00755
YKR001C	PF00350
YKR001C	PF01031
YKR001C	PF02212
YDR377W	PF10791
YLR285W	PF10294
YDR305C	PF01230
YIL134W	PF00153
YLR190W	PF08505
YGL025C	PF11593
YNR032W	PF00149
YGR271W	PF00270
YGR271W	PF00271
YGR271W	PF02889
YLR020C	PF04083
YBR059C	PF00069
YML049C	PF03178
YML049C	PF10433
YKR078W	PF00787
YKR078W	PF09325
YOR159C	PF01423
YMR120C	PF01808
YMR120C	PF02142
YCL029C	PF01302
YGL022W	PF02516
YPL202C	PF08731
YER071C	PF03645
YGR279C	PF00332
YPL140C	PF00069
YJL194W	PF09079
YJL194W	PF13401
YER176W	PF13086
YER176W	PF13087
YBR085W	PF00153
YDL079C	PF00069
YOR085W	PF04756
YOL101C	PF03006
YLR089C	PF00155
YOL152W	PF01794
YOL152W	PF08022
YOL152W	PF08030
YDR427W	PF01399
YDR427W	PF18261
YER145C	PF03239
YDL044C	PF19189
YJL030W	PF02301
YMR246W	PF00501
YLL046C	PF00076
YML133C	PF00270
YML133C	PF00271
YML133C	PF11603
YKR007W	PF15454
YBR245C	PF00176
YBR245C	PF00271
YBR245C	PF09110
YBR245C	PF09111
YPL144W	PF10448
YOR048C	PF03159
YOR048C	PF17846
YGR125W	PF00916
YGR125W	PF01740
YNL224C	PF01585
YLR449W	PF00254
YLR449W	PF17800
YLL063C	PF02458
YIR019C	PF10182
YOR154W	PF07738
YFL046W	PF07798
YDR466W	PF00069
YLL008W	PF00270
YLL008W	PF00271
YMR096W	PF01680
YJL159W	PF00399
YDR109C	PF00370
YDR109C	PF02782
YPL123C	PF00445
YNL072W	PF01351
YAL026C	PF13246
YAL026C	PF16209
YAL026C	PF16212
YGR163W	PF04670
YIL067C	PF03815
YDL024C	PF00328
YGL094C	PF00929
YGL094C	PF13423
YGR131W	PF01284
YKL198C	PF00069
YOR036W	PF05739
YOR036W	PF14523
YHR169W	PF00270
YHR169W	PF00271
YHR079C	PF00069
YHR079C	PF06479
YBR084W	PF00763
YBR084W	PF01268
YBR084W	PF02882
YPL054W	PF00642
YPL054W	PF18044
YGR248W	PF01182
YER142C	PF00730
YPR121W	PF03070
YPR121W	PF08543
YHR016C	PF00018
YHR016C	PF04366
YJL193W	PF03151
YJL176C	PF00249
YJL176C	PF04433
YJL176C	PF16495
YHR002W	PF00153
YDR204W	PF05019
YNL048W	PF00534
YNL048W	PF15924
YEL074W	PF04318
YHR172W	PF04130
YHR172W	PF17681
YDR079C-A	PF06331
YBR271W	PF10294
YPL213W	PF14580
YJR045C	PF00012
YNL003C	PF00153
YCR094W	PF03381
YNL323W	PF03381
YEL062W	PF06218
YPR019W	PF00493
YPR019W	PF14551
YPR019W	PF17207
YPR019W	PF17855
YGR029W	PF04777
YGL125W	PF02219
YJR135W-A	PF02953
YGR038W	PF04061
YNR068C	PF04426
YNL145W	PF17317
YHR165C	PF08082
YHR165C	PF08083
YHR165C	PF08084
YHR165C	PF10596
YHR165C	PF10597
YHR165C	PF10598
YHR165C	PF12134
YIL108W	PF12044
YOR209C	PF04095
YOR209C	PF17767
YFL024C	PF10513
YOR204W	PF00270
YOR204W	PF00271
YJR014W	PF01253
YDR352W	PF04193
YLR425W	PF00621
YKR022C	PF15458
YBR216C	PF08568
YLR023C	PF03006
YNR064C	PF00561
YPR118W	PF01008
YKL081W	PF00043
YKL081W	PF00647
YKL081W	PF02798
YJL173C	PF08661
YOR009W	PF00660
YGL216W	PF00225
YGL155W	PF00432
YJR009C	PF00044
YJR009C	PF02800
YLR378C	PF00344
YLR378C	PF10559
YGR250C	PF00076
YML005W	PF02475
YBL068W	PF13793
YBL068W	PF14572
YLL062C	PF02574
YKR027W	PF09295
YIR002C	PF00271
YIR002C	PF04851
YDR066C	PF04181
YCL026C-B	PF00881
YNL080C	PF12326
YDR487C	PF00926
YAL062W	PF00208
YAL062W	PF02812
YKR068C	PF04051
YPR051W	PF00583
YIL153W	PF03095
YDR513W	PF00462
YAL023C	PF02366
YAL023C	PF02815
YAL023C	PF16192
YER002W	PF09420
YGR195W	PF01138
YGR195W	PF03725
YMR112C	PF10280
YLR214W	PF01794
YLR214W	PF08022
YLR214W	PF08030
YCR005C	PF00285
YDR057W	PF07915
YDR057W	PF17880
YLR027C	PF00155
YOR001W	PF00570
YOR001W	PF01612
YOR001W	PF08066
YDR036C	PF16113
YPL172C	PF01040
YOR099W	PF01793
YHR035W	PF04811
YDL083C	PF00380
YJR048W	PF00034
YIR001C	PF00076
YPR149W	PF01284
YNL194C	PF06687
YPL042C	PF00069
YOR216C	PF10375
YOR132W	PF00787
YKR080W	PF00763
YKR080W	PF02882
YHR039C-A	PF03179
YIL123W	PF03856
YJR145C	PF00467
YJR145C	PF00900
YJR145C	PF01479
YJR145C	PF08071
YJR145C	PF16121
YGR149W	PF10998
YJR002W	PF04006
YHR048W	PF07690
YGL104C	PF00083
YKR044W	PF03388
YGL166W	PF00649
YFL034W	PF05277
YMR286W	PF00327
YDR238C	PF01602
YDR238C	PF07718
YDR238C	PF14806
YHR186C	PF02985
YHR186C	PF14538
YCR092C	PF00488
YCR092C	PF01624
YCR092C	PF05188
YCR092C	PF05190
YCR092C	PF05192
YHR106W	PF07992
YMR199W	PF00134
YOR295W	PF02201
YOR295W	PF08766
YIL133C	PF00572
YDL086W	PF01738
YNR051C	PF02136
YML091C	PF08579
YMR136W	PF00320
YPR110C	PF01000
YPR110C	PF01193
YKL217W	PF00083
YKR102W	PF07691
YKR102W	PF13928
YKR085C	PF12824
YJR008W	PF01875
YLR304C	PF00330
YLR304C	PF00694
YGR021W	PF01709
YNL248C	PF06870
YPL004C	PF13805
YBR176W	PF02548
YDL006W	PF00481
YDL076C	PF08642
YPR058W	PF00153
Q0255	PF00961
Q0255	PF07453
YOL149W	PF06058
YIR022W	PF00717
YDR265W	PF04757
YDR265W	PF13639
YOR059C	PF05057
YER027C	PF04739
YER027C	PF16561
YBR177C	PF00561
YAR075W	PF00478
YHL042W	PF00674
YKL112W	PF04684
YER131W	PF01283
YJR049C	PF01513
YJR049C	PF20143
YKL135C	PF01602
YGL040C	PF00490
YBR197C	PF17242
YLR017W	PF01048
YER161C	PF08243
YDR307W	PF02366
YDR307W	PF02815
YKL018W	PF00400
YOR108W	PF00682
YOR108W	PF08502
YBR026C	PF00107
YPL248C	PF00172
YPL248C	PF03902
YPL248C	PF04082
YML132W	PF00674
YDR520C	PF00172
YOR106W	PF05739
YGR006W	PF02840
YAL025C	PF01778
YAL025C	PF04874
YDR168W	PF03234
YDR168W	PF08564
YDR168W	PF08565
YBR121C	PF03129
YDR113C	PF04856
YGR159C	PF00076
YIR004W	PF00226
YIR004W	PF14308
YLR342W	PF02364
YLR342W	PF14288
YPL270W	PF00005
YPL270W	PF00664
YGR260W	PF07690
YML064C	PF00071
YPR202W	PF11603
YGL250W	PF10336
YFR021W	PF00400
YOR173W	PF05652
YOR173W	PF11969
YOL090W	PF00488
YOL090W	PF01624
YOL090W	PF05188
YOL090W	PF05190
YOL090W	PF05192
YOR271C	PF03820
YKL087C	PF01265
YBR087W	PF13177
YML056C	PF00478
YML056C	PF00571
YGL252C	PF02541
YBR270C	PF08539
YNL229C	PF00043
YNL229C	PF02798
YPR068C	PF00850
YLR310C	PF00018
YLR310C	PF00617
YLR310C	PF00618
YBL067C	PF00443
YNL257C	PF00169
YNL257C	PF16016
YNL257C	PF16746
YPL121C	PF10376
YDR081C	PF03184
YDR081C	PF03221
YOL039W	PF00428
YEL066W	PF00583
YPR013C	PF00096
YJL108C	PF06738
YJL108C	PF12821
YJR138W	PF00610
YJR138W	PF12257
YJR138W	PF19418
YDR458C	PF09402
YDR458C	PF12949
YAL048C	PF00071
YAL048C	PF08355
YAL048C	PF08356
YER069W	PF00696
YER069W	PF01118
YER069W	PF02774
YER069W	PF04768
YPL051W	PF00025
YDL131W	PF00682
YCR020C-A	PF01423
YBL089W	PF01490
YKR072C	PF02441
YIL044C	PF01412
YER144C	PF00443
YER144C	PF00581
YGL037C	PF00857
YBR039W	PF00231
YNL162W	PF00935
YDR212W	PF00118
YLL060C	PF00043
YLL060C	PF13417
YKL126W	PF00069
YKL126W	PF00433
YHR031C	PF05970
YEL034W	PF01287
YDR182W-A	PF13593
YKL018C-A	PF08520
YDR101C	PF00557
YPR106W	PF00069
YNL268W	PF00324
YBR136W	PF00454
YBR136W	PF02259
YBR136W	PF02260
YBR136W	PF08064
YNL169C	PF02666
YLR429W	PF00400
YLR429W	PF08953
YLR429W	PF16300
YOR190W	PF00150
YLR056W	PF04116
YPR198W	PF07690
YBR097W	PF00069
YBL107C	PF09774
YBL074C	PF05282
YMR260C	PF01176
YLR411W	PF04145
YPR120C	PF00134
YPR120C	PF02984
YPL090C	PF01092
YPL125W	PF03810
YDL125C	PF01230
YDR539W	PF01977
YOR052C	PF01428
YOL034W	PF02463
YCR102W-A	PF00674
YOR137C	PF00149
YDR302W	PF06699
YOR038C	PF07569
YGR274C	PF12157
YGR274C	PF15288
YBR212W	PF00076
YOR303W	PF00117
YOR303W	PF00988
YDL066W	PF00180
YNL104C	PF00682
YNL104C	PF08502
YKR082W	PF08801
YHR154W	PF00533
YHR154W	PF12738
YHR154W	PF16770
YHR154W	PF16771
YHL032C	PF00370
YHL032C	PF02782
YBL034C	PF12348
YBR180W	PF07690
YJL156C	PF08192
YIL009W	PF00501
YDR129C	PF00307
YLR170C	PF01217
YJL103C	PF00172
YJR098C	PF02450
YLL036C	PF08606
YFR006W	PF00557
YFR006W	PF05195
YNL067W	PF00347
YPL088W	PF00248
YLR228C	PF00172
YLR228C	PF11951
YNL026W	PF01103
YLR103C	PF02724
YHR003C	PF00899
YCR069W	PF00160
YHL047C	PF07690
YLR164W	PF05328
YIL098C	PF13233
YPL175W	PF00534
YPL175W	PF08288
YPR067W	PF01521
YJR150C	PF00660
YFR036W	PF10471
YKL014C	PF11707
YKL014C	PF16201
YBR060C	PF04084
YIL065C	PF14852
YIL065C	PF14853
YKL096W-A	PF00399
YPR072W	PF04065
YPR072W	PF04153
YJL006C	PF00134
YML030W	PF04588
YJR005W	PF01602
YMR118C	PF01127
YOL005C	PF13656
YOL020W	PF00324
YER038C	PF08691
YKR038C	PF00814
YKR048C	PF00956
YLR264W	PF01200
YIL068C	PF06046
YOR365C	PF06011
YOR365C	PF14558
YLR231C	PF00266
YGL082W	PF04424
YMR048W	PF07962
YER094C	PF00227
YBR014C	PF00462
YNL044W	PF03208
YDR471W	PF01777
YDR319C	PF10261
YPR069C	PF01564
YPR069C	PF17284
YKL070W	PF04299
YMR233W	PF02201
YMR233W	PF08766
YDR228C	PF04818
YDR228C	PF11526
YGL012W	PF01222
YPL164C	PF08676
YPL164C	PF13589
YLR069C	PF00009
YLR069C	PF00679
YLR069C	PF03144
YLR069C	PF03764
YLR069C	PF14492
YOR207C	PF00562
YOR207C	PF04560
YOR207C	PF04561
YOR207C	PF04563
YOR207C	PF04565
YOR207C	PF04566
YOR207C	PF04567
YOR092W	PF03547
YNL263C	PF03878
YIL139C	PF02301
YLR072W	PF02893
